flight_id,flight_number,origin_airport_code,destination_code,origin_city,destination_city,departure_time,arrival_time,departure_delay,arrival_delay,distance,aircraft_type,passenger_count,ticket_price,fuel_cost,crew_cost,operational_cost,revenue,date,region
117680,DL401,ATL,ORD,Atlanta,Chicago,05-11-2023 01:11,05-11-2023 03:22,12,7,6694,A321,167,156.67,9275.011239,,22408.64409,26163.89,05-11-2023,North America
117681,AI102,DEL,DXB,Delhi,Dubai,06-02-2023 15:53,06-02-2023 19:26,0,0,687,A320,229,768.79,9434.624215,5904.723117,156550.9377,176052.91,06-02-2023,Asia
117682,AI101,DEL,LHR,Delhi,London,28-01-2023 19:37,29-01-2023 02:07,25,0,6249,B737,193,553.72,,5035.601871,86495.41195,106867.96,28-01-2023,Asia
117683,SQ701,SIN,BLR,Singapore,Bangalore,23-06-2023 05:18,23-06-2023 14:25,30,0,889,B787,155,294.54,6199.397316,7225.247283,38535.3352,45653.7,23-06-2023,Asia
117684,QF601,SYD,,Sydney,Singapore,28-12-2023 07:43,28-12-2023 15:13,36,,8358,A320,223,436.74,2761.314674,7186.603713,61416.30507,97393.02,28-12-2023,Australia
117685,EK201,DXB,LHR,Dubai,London,15-09-2023 11:31,15-09-2023 19:30,39,11,8673,B787,177,478.27,5018.975936,4248.956084,74833.57822,84653.79,15-09-2023,Middle East
117686,SQ701,SIN,BLR,Singapore,Bangalore,28-09-2023 15:56,29-09-2023 00:12,17,0,8284,B777,131,405.06,2402.552369,7916.827343,47411.10469,53062.86,28-09-2023,Asia
117687,DL401,ATL,ORD,Atlanta,Chicago,21-02-2023 14:26,21-02-2023 23:49,24,21,8652,A320,124,406.67,4190.382189,2197.120156,38486.54044,50427.08,21-02-2023,North America
117688,DL401,ATL,ORD,Atlanta,Chicago,05-06-2023 21:45,06-06-2023 01:30,3,0,3041,A320,85,,6439.258422,4662.989825,38609.8546,51047.6,05-06-2023,North America
117689,DL401,ATL,ORD,Atlanta,Chicago,04-07-2023 08:43,04-07-2023 11:32,0,0,4052,B787,137,,5662.441301,3373.833012,17795.5076,27821.96,04-07-2023,North America
117690,QF601,SYD,SIN,Sydney,Singapore,06-06-2023 23:53,07-06-2023 06:25,18,0,1846,B787,210,561.05,7972.993595,6726.732863,87800.96737,117820.5,06-06-2023,Australia
117691,AI101,DEL,LHR,Delhi,London,15-12-2023 16:05,15-12-2023 20:15,1,0,8050,B777,133,592.07,4919.675672,4890.691515,48826.77814,78745.31,15-12-2023,Asia
117692,QF601,SYD,SIN,Sydney,Singapore,11-01-2023 08:20,11-01-2023 10:23,39,8,5558,A320,97,125.5,5973.581043,7761.81786,10211.12258,12173.5,11-01-2023,Australia
117693,UA301,JFK,LAX,New York,Los Angeles,04-10-2023 16:52,04-10-2023 20:45,13,0,2429,B737,195,564.98,2624.318129,4291.640626,94887.70326,110171.1,04-10-2023,North America
117694,SQ701,SIN,BLR,Singapore,Bangalore,10-11-2023 00:05,10-11-2023 08:25,9,0,4329,B737,217,511.11,2921.78578,2591.339655,67842.98255,110910.87,10-11-2023,Asia
117695,AI102,DEL,DXB,Delhi,Dubai,15-11-2023 07:58,15-11-2023 09:17,16,0,8597,A321,184,737.18,7426.897504,2368.34674,86508.99387,135641.12,15-11-2023,Asia
117696,SQ701,SIN,BLR,Singapore,Bangalore,01-02-2023 13:40,01-02-2023 20:46,24,0,3253,A320,229,133.37,9218.488119,4349.114461,18628.92142,30541.73,01-02-2023,Asia
117697,EK201,DXB,LHR,Dubai,London,26-02-2023 07:54,26-02-2023 14:19,28,42,6550,B787,107,720.71,6129.742995,7354.473928,55426.29951,77115.97,26-02-2023,Middle East
117698,LH501,FRA,,Frankfurt,Delhi,27-08-2023 11:16,27-08-2023 18:34,10,,6034,B787,125,328.16,5069.102345,3127.088652,34439.32704,41020,27-08-2023,Europe
117699,LH501,FRA,DEL,Frankfurt,Delhi,20-06-2023 01:40,20-06-2023 05:06,25,0,2108,A321,181,689.51,6410.071584,4553.251417,105792.6764,124801.31,20-06-2023,Europe
117700,EK201,DXB,LHR,Dubai,London,08-04-2023 10:59,08-04-2023 16:23,12,17,5145,B777,232,,5037.747079,4544.251682,36203.1295,46919.68,08-04-2023,Middle East
117701,EK201,DXB,LHR,Dubai,London,13-07-2023 05:48,13-07-2023 08:44,21,11,8941,A321,80,560.99,3739.174058,2451.479122,37734.42066,44879.2,13-07-2023,Middle East
117702,EK201,DXB,LHR,Dubai,London,21-02-2023 15:42,21-02-2023 23:27,13,8,2887,B777,110,,2776.053628,3329.323322,68684.64909,87883.4,21-02-2023,Middle East
117703,DL401,ATL,ORD,Atlanta,Chicago,22-03-2023 11:46,22-03-2023 13:28,12,0,6422,B787,210,730.21,5444.871261,7734.537653,104337.7366,153344.1,22-03-2023,North America
117704,QF601,SYD,SIN,Sydney,Singapore,14-02-2023 11:34,14-02-2023 16:56,5,0,4460,A350,112,336.34,5573.738078,4583.560372,28924.1207,37670.08,14-02-2023,Australia
117705,AI101,DEL,LHR,Delhi,London,08-08-2023 00:38,08-08-2023 05:59,0,0,5232,B737,119,788.3,6436.000388,4889.455417,77510.42804,93807.7,08-08-2023,Asia
117706,DL401,ATL,ORD,Atlanta,Chicago,04-12-2023 13:17,04-12-2023 19:28,0,0,8350,A321,137,684,4808.092246,7931.638265,69960.396,93708,04-12-2023,North America
117707,SQ701,,BLR,Singapore,Bangalore,27-09-2023 16:40,27-09-2023 21:46,,2,999,B737,80,371.06,9369.797349,7489.821585,25033.64169,29684.8,27-09-2023,Asia
117708,AI101,DEL,LHR,Delhi,London,21-07-2023 03:52,21-07-2023 08:55,1,0,7641,B737,227,,6475.804268,5677.468907,83752.23503,101541.64,21-07-2023,Asia
117709,QF601,SYD,SIN,Sydney,Singapore,28-03-2023 21:45,28-03-2023 23:33,4,28,3017,A320,98,628.43,4016.335421,7141.691659,52599.15971,61586.14,28-03-2023,Australia
117710,AI102,DEL,DXB,Delhi,Dubai,03-05-2023 09:46,03-05-2023 11:21,33,14,5270,B777,169,566.69,9572.52479,5167.51743,70506.91704,95770.61,03-05-2023,Asia
117711,EK201,DXB,LHR,Dubai,London,01-02-2023 03:35,01-02-2023 08:12,4,18,7187,A321,149,573.2,4136.727232,4339.106904,76709.0667,85406.8,01-02-2023,Middle East
117712,QF601,SYD,SIN,Sydney,Singapore,28-10-2023 03:21,28-10-2023 04:40,0,2,599,A350,207,700.77,,5611.260042,123909.786,145059.39,28-10-2023,Australia
117713,QF601,SYD,,Sydney,Singapore,15-08-2023 21:50,16-08-2023 02:50,0,,8507,A320,94,630.96,5835.230032,7036.165755,40367.55142,59310.24,15-08-2023,Australia
117714,AI102,DEL,DXB,Delhi,Dubai,04-08-2023 05:11,04-08-2023 14:28,25,7,6935,B777,141,369.32,9697.711852,7625.596557,45748.72755,52074.12,04-08-2023,Asia
117715,DL401,ATL,ORD,Atlanta,Chicago,17-02-2023 14:48,17-02-2023 20:59,44,15,1167,B737,106,266.26,4496.824639,2159.911654,23205.9274,28223.56,17-02-2023,North America
117716,AI101,DEL,LHR,Delhi,London,23-11-2023 17:39,23-11-2023 18:52,17,12,1288,B737,174,167.2,2177.728073,7853.269588,19994.65144,29092.8,23-11-2023,Asia
117717,SQ701,SIN,BLR,Singapore,Bangalore,23-01-2023 19:46,24-01-2023 02:19,0,0,2990,A321,102,242.43,4643.040918,4842.34012,15244.38798,24727.86,23-01-2023,Asia
117718,EK201,DXB,LHR,Dubai,London,25-09-2023 00:32,25-09-2023 08:43,8,7,4009,B737,183,423.62,7067.02991,3537.191062,59297.0997,77522.46,25-09-2023,Middle East
117719,AI102,DEL,DXB,Delhi,Dubai,12-11-2023 10:31,12-11-2023 15:01,21,0,2049,A350,83,298.52,5498.964159,4053.886559,18810.12719,24777.16,12-11-2023,Asia
117720,SQ701,SIN,BLR,Singapore,Bangalore,09-02-2023 14:58,09-02-2023 20:44,11,9,6995,A321,195,619.49,9668.818879,4929.310905,89493.32888,120800.55,09-02-2023,Asia
117721,SQ701,SIN,BLR,Singapore,Bangalore,05-11-2023 17:51,05-11-2023 22:19,12,8,5262,A321,237,310.36,9753.216447,5192.475171,48079.1993,73555.32,05-11-2023,Asia
117722,UA301,JFK,LAX,New York,Los Angeles,22-08-2023 10:29,22-08-2023 12:23,0,0,4304,B737,191,,8658.490639,2042.243655,88253.07734,100446.9,22-08-2023,North America
117723,LH501,FRA,DEL,Frankfurt,Delhi,02-03-2023 02:24,02-03-2023 11:57,0,0,2103,A320,202,320.49,2096.575962,5670.315739,40151.46729,64738.98,02-03-2023,Europe
117724,SQ701,SIN,BLR,Singapore,Bangalore,08-08-2023 00:39,08-08-2023 02:32,0,6,6384,A320,237,321.46,8009.224615,5456.593687,68242.47414,76186.02,08-08-2023,Asia
117725,AI102,DEL,DXB,Delhi,Dubai,25-08-2023 00:50,25-08-2023 09:54,31,21,1360,A321,223,781.17,2183.085559,5497.354987,104638.7657,174200.91,25-08-2023,Asia
117726,SQ701,SIN,BLR,Singapore,Bangalore,01-08-2023 23:28,02-08-2023 03:59,19,25,1776,B777,163,693.49,3348.267254,5872.18244,101155.4179,113038.87,01-08-2023,Asia
117727,LH501,FRA,DEL,Frankfurt,Delhi,26-01-2023 09:48,26-01-2023 17:44,0,0,1474,B777,188,432.09,2227.057562,2439.782193,68604.84461,81232.92,26-01-2023,Europe
117728,EK201,DXB,LHR,Dubai,London,08-10-2023 08:08,08-10-2023 13:21,22,0,3609,A321,86,456.18,9731.690244,2285.048268,28095.8176,39231.48,08-10-2023,Middle East
117729,UA301,JFK,LAX,New York,Los Angeles,02-12-2023 10:46,02-12-2023 19:24,1,41,9653,B787,130,638.8,9198.525214,2427.55525,71594.8588,83044,02-12-2023,North America
117730,LH501,FRA,DEL,Frankfurt,Delhi,01-09-2023 10:13,01-09-2023 14:33,11,39,731,A350,210,560.64,8800.587651,6153.529106,102540.5002,117734.4,01-09-2023,Europe
117731,AI102,DEL,DXB,Delhi,Dubai,15-06-2023 21:10,16-06-2023 06:05,0,0,5723,A350,108,209.75,4728.04642,6462.067739,16504.90046,22653,15-06-2023,Asia
117732,QF601,SYD,SIN,Sydney,Singapore,05-02-2023 21:36,06-02-2023 07:34,18,9,4018,B737,119,414.41,8748.25648,7832.010208,29709.75558,49314.79,05-02-2023,Australia
117733,EK201,DXB,LHR,Dubai,London,31-01-2023 06:04,31-01-2023 14:22,0,3,8910,B737,,528.24,6281.18017,7348.134099,29444.38187,47013.36,31-01-2023,Middle East
117734,EK201,DXB,LHR,Dubai,London,05-06-2023 01:05,05-06-2023 03:35,59,12,4332,A320,155,584.78,2075.773945,4852.434276,76231.57079,90640.9,05-06-2023,Middle East
117735,EK201,DXB,LHR,Dubai,London,02-05-2023 20:32,02-05-2023 23:00,22,0,4102,B787,170,567.14,4626.048636,7900.123201,71218.92728,96413.8,02-05-2023,Middle East
117736,AI102,DEL,DXB,Delhi,Dubai,02-09-2023 17:34,02-09-2023 21:37,14,7,7332,A320,233,567.99,8748.435724,7158.509287,91630.04964,132341.67,02-09-2023,Asia
117737,SQ701,SIN,BLR,Singapore,Bangalore,19-02-2023 20:29,20-02-2023 02:49,32,27,1896,A320,156,376.94,9855.872969,3472.22766,37886.89238,58802.64,19-02-2023,Asia
117738,SQ701,SIN,BLR,Singapore,Bangalore,04-05-2023 20:51,05-05-2023 06:36,18,9,930,A321,82,566.76,2461.754469,3192.793212,36101.80073,46474.32,04-05-2023,Asia
117739,AI102,DEL,DXB,Delhi,Dubai,03-05-2023 11:56,03-05-2023 17:42,0,0,2253,B777,233,271.32,9942.50226,7291.293185,55878.46277,63217.56,03-05-2023,Asia
117740,QF601,SYD,SIN,Sydney,Singapore,18-05-2023 00:51,18-05-2023 10:50,11,23,6578,B787,128,627.32,6425.864353,5496.443307,54093.82286,80296.96,18-05-2023,Australia
117741,DL401,,ORD,Atlanta,Chicago,23-04-2023 13:42,23-04-2023 15:53,,0,4547,B737,214,121.18,6616.254132,7301.047608,15975.54152,25932.52,23-04-2023,North America
117742,EK201,DXB,LHR,Dubai,London,11-09-2023 15:57,11-09-2023 23:01,0,24,3287,B737,180,279.19,4009.42926,5709.674128,31035.09982,50254.2,11-09-2023,Middle East
117743,DL401,ATL,ORD,Atlanta,Chicago,25-01-2023 11:40,25-01-2023 14:22,0,0,5167,A320,192,664.18,5258.878329,3350.473697,107941.3561,127522.56,25-01-2023,North America
117744,SQ701,SIN,BLR,Singapore,Bangalore,07-12-2023 05:36,07-12-2023 08:19,0,0,5401,A320,81,144.19,8461.786702,2930.059013,7221.626784,11679.39,07-12-2023,Asia
117745,AI102,,DXB,Delhi,Dubai,19-08-2023 14:36,19-08-2023 23:33,36,23,7892,A350,119,299.88,,4930.442185,27448.26922,35685.72,19-08-2023,Asia
117746,SQ701,SIN,BLR,Singapore,Bangalore,01-10-2023 11:30,01-10-2023 19:02,0,33,1222,B777,223,353.7,6797.549775,4032.255079,55233.07686,78875.1,01-10-2023,Asia
117747,QF601,SYD,SIN,Sydney,Singapore,31-03-2023 14:46,31-03-2023 16:14,12,,2232,A320,154,339.49,5079.157255,3827.397017,34752.71584,52281.46,31-03-2023,Australia
117748,UA301,JFK,LAX,New York,Los Angeles,08-10-2023 03:20,08-10-2023 11:27,36,3,6466,A320,200,435,5555.753884,6930.859149,52281.92626,87000,08-10-2023,North America
117749,UA301,JFK,LAX,New York,Los Angeles,24-06-2023 13:47,24-06-2023 19:04,21,0,4229,B787,172,174.16,9535.087104,4016.721933,21209.43121,29955.52,24-06-2023,North America
117750,AI101,DEL,LHR,Delhi,London,15-10-2023 21:22,16-10-2023 00:44,28,9,7182,B737,127,420.75,8501.91101,7325.197716,40956.53495,53435.25,15-10-2023,Asia
117751,DL401,ATL,ORD,Atlanta,Chicago,12-06-2023 09:48,12-06-2023 16:40,29,35,3415,B787,153,478.41,6261.193934,6027.293486,63580.8892,73196.73,12-06-2023,North America
117752,AI102,DEL,DXB,Delhi,Dubai,06-11-2023 02:48,06-11-2023 07:38,20,6,4608,B737,166,625.54,8786.542789,6050.493098,76969.75579,103839.64,06-11-2023,Asia
117753,EK201,DXB,LHR,Dubai,London,12-04-2023 06:52,12-04-2023 15:18,8,0,2242,B777,93,229.94,7779.840616,5117.351395,17889.36091,21384.42,12-04-2023,Middle East
117754,EK201,DXB,LHR,Dubai,London,03-08-2023 15:42,03-08-2023 23:18,0,24,7762,B777,158,136.47,,5882.13271,19313.77494,21562.26,03-08-2023,Middle East
117755,AI102,DEL,DXB,Delhi,Dubai,12-09-2023 11:20,12-09-2023 14:06,29,0,483,B777,190,553.68,3994.713277,7951.027155,83098.34519,105199.2,12-09-2023,Asia
117756,UA301,JFK,LAX,New York,Los Angeles,10-09-2023 07:32,10-09-2023 09:34,13,4,4704,A350,118,746.34,3364.467609,6663.295747,73019.59124,88068.12,10-09-2023,North America
117757,QF601,SYD,SIN,Sydney,Singapore,16-11-2023 12:01,16-11-2023 18:34,23,47,653,B787,141,408.54,5988.902681,6649.994664,51635.7016,57604.14,16-11-2023,Australia
117758,AI101,DEL,LHR,Delhi,London,15-02-2023 23:48,16-02-2023 08:15,24,0,1340,B787,155,363.1,3314.009207,6947.437698,35878.69664,56280.5,15-02-2023,Asia
117759,DL401,ATL,ORD,Atlanta,Chicago,13-09-2023 20:39,14-09-2023 04:27,8,33,3025,A350,222,772.75,7825.592103,,104491.1981,171550.5,13-09-2023,North America
117760,DL401,ATL,ORD,Atlanta,Chicago,15-12-2023 14:19,15-12-2023 19:04,0,0,3733,B737,151,122.91,3957.436917,5730.870094,14615.976,18559.41,15-12-2023,North America
117761,EK201,DXB,LHR,Dubai,London,26-03-2023 21:29,26-03-2023 23:08,24,31,5636,A321,95,485.94,5689.714504,4621.705047,31687.77761,46164.3,26-03-2023,Middle East
117762,EK201,DXB,LHR,Dubai,London,12-09-2023 20:12,12-09-2023 23:29,22,0,9651,A320,170,629.6,8966.293664,5205.705879,68278.27532,107032,12-09-2023,Middle East
117763,DL401,ATL,ORD,Atlanta,Chicago,17-12-2023 18:52,18-12-2023 03:56,20,15,1428,B737,113,500.88,,4088.870864,43725.79647,56599.44,17-12-2023,North America
117764,LH501,FRA,DEL,Frankfurt,Delhi,08-05-2023 12:47,08-05-2023 16:43,17,6,4806,A350,151,,2695.337882,6207.704423,50940.75154,63314.3,08-05-2023,Europe
117765,AI101,DEL,LHR,Delhi,London,07-09-2023 07:38,07-09-2023 09:44,11,0,7543,B777,193,376.7,8810.812029,5229.374446,50191.84283,72703.1,07-09-2023,Asia
117766,UA301,,LAX,New York,Los Angeles,12-08-2023 03:25,12-08-2023 09:17,,10,1524,B737,224,458.15,4394.69941,3058.015447,82674.49562,102625.6,12-08-2023,North America
117767,DL401,ATL,,Atlanta,Chicago,26-02-2023 16:50,27-02-2023 01:58,20,,7153,B777,229,290.88,9843.936748,5479.306033,57054.55081,66611.52,26-02-2023,North America
117768,AI102,DEL,DXB,Delhi,Dubai,23-09-2023 22:45,24-09-2023 03:45,26,0,1948,A320,245,747.13,4083.667184,2803.587807,149019.7487,183046.85,23-09-2023,Asia
117769,EK201,DXB,LHR,Dubai,London,02-05-2023 00:10,02-05-2023 06:06,0,,9513,A350,250,457.88,,5408.479099,71825.2827,114470,02-05-2023,Middle East
117770,AI102,DEL,DXB,Delhi,Dubai,19-10-2023 05:07,19-10-2023 09:22,51,29,569,A320,220,226.18,7825.975367,4980.878869,31411.99646,49759.6,19-10-2023,Asia
117771,LH501,FRA,DEL,Frankfurt,Delhi,22-11-2023 14:09,22-11-2023 19:04,0,17,5040,A320,180,441.8,,4732.492659,50096.69221,79524,22-11-2023,Europe
117772,LH501,FRA,DEL,Frankfurt,Delhi,16-11-2023 22:53,17-11-2023 07:00,0,15,9792,B737,186,530.8,,5383.613847,82941.10406,98728.8,16-11-2023,Europe
117773,EK201,DXB,LHR,Dubai,London,12-02-2023 20:23,13-02-2023 05:51,20,24,5197,A321,94,134.01,6440.837145,5190.64504,11109.33702,12596.94,12-02-2023,Middle East
117774,LH501,FRA,DEL,Frankfurt,Delhi,15-03-2023 21:15,16-03-2023 03:48,0,0,9380,A321,200,208.42,9383.819676,4476.248304,33931.39059,41684,15-03-2023,Europe
117775,LH501,FRA,DEL,Frankfurt,Delhi,20-06-2023 02:26,20-06-2023 03:44,8,0,1674,B777,90,385.14,7866.006941,6800.414632,25976.03511,34662.6,20-06-2023,Europe
117776,UA301,JFK,LAX,New York,Los Angeles,12-04-2023 21:48,13-04-2023 01:42,0,12,5624,B787,246,149.15,6058.027891,7316.733911,31819.63038,36690.9,12-04-2023,North America
117777,DL401,,,Atlanta,Chicago,18-11-2023 04:06,18-11-2023 08:24,,,9013,A350,213,675.84,3008.1903,7439.228553,126176.0668,143953.92,18-11-2023,North America
117778,EK201,DXB,LHR,Dubai,London,18-09-2023 04:41,18-09-2023 13:46,0,3,6303,A350,109,143.37,2312.816743,6445.868242,10951.742,15627.33,18-09-2023,Middle East
117779,AI101,DEL,LHR,Delhi,London,24-10-2023 21:14,24-10-2023 23:59,15,0,1352,B737,243,511.48,3864.073064,3041.367481,75916.38606,124289.64,24-10-2023,Asia
117780,AI102,DEL,DXB,Delhi,Dubai,30-12-2023 09:26,30-12-2023 13:35,20,14,1740,A350,232,557.76,5833.622931,2537.899538,92730.35588,129400.32,30-12-2023,Asia
117781,SQ701,SIN,BLR,Singapore,Bangalore,13-02-2023 15:30,14-02-2023 00:04,3,12,2762,B777,210,,,6887.936612,37405.84498,45261.3,13-02-2023,Asia
117782,LH501,FRA,DEL,Frankfurt,Delhi,30-07-2023 22:29,31-07-2023 04:24,18,33,3875,A320,201,325.92,7073.166828,6866.552321,57781.5688,65509.92,30-07-2023,Europe
117783,EK201,,LHR,Dubai,London,03-10-2023 06:32,03-10-2023 13:47,,0,2095,A350,87,311.32,7225.290423,4979.693341,16439.13631,27084.84,03-10-2023,Middle East
117784,LH501,FRA,DEL,Frankfurt,Delhi,11-12-2023 05:25,11-12-2023 07:56,0,9,2044,B777,104,115.89,4455.552586,7532.670126,10234.52827,12052.56,11-12-2023,Europe
117785,EK201,DXB,LHR,Dubai,London,20-09-2023 01:39,20-09-2023 09:06,0,19,9477,B737,200,736.77,4749.632824,4702.603997,127679.8459,147354,20-09-2023,Middle East
117786,DL401,ATL,ORD,Atlanta,Chicago,20-01-2023 03:56,20-01-2023 12:25,12,14,4285,A320,82,465.73,7191.538429,7740.937235,24019.39686,38189.86,20-01-2023,North America
117787,QF601,SYD,SIN,Sydney,Singapore,16-05-2023 00:43,16-05-2023 06:44,3,12,4765,A320,191,779.38,4717.179688,2491.846734,128317.5605,148861.58,16-05-2023,Australia
117788,AI102,DEL,DXB,Delhi,Dubai,05-09-2023 07:13,05-09-2023 08:51,19,11,7592,A350,,640.33,6214.611018,5071.664603,132221.1916,150477.55,05-09-2023,Asia
117789,SQ701,SIN,BLR,Singapore,Bangalore,01-10-2023 06:59,01-10-2023 13:43,0,11,1874,B787,125,,7606.415888,7211.14222,56702.17507,68446.25,01-10-2023,Asia
117790,AI101,DEL,LHR,Delhi,London,22-01-2023 13:14,22-01-2023 19:50,47,12,4708,B737,157,678.74,8242.298514,3083.328002,80632.70336,106562.18,22-01-2023,Asia
117791,LH501,FRA,DEL,Frankfurt,Delhi,24-11-2023 21:17,25-11-2023 06:25,12,36,8463,B737,125,516.35,9463.540775,2833.47095,46910.54166,64543.75,24-11-2023,Europe
117792,DL401,ATL,ORD,Atlanta,Chicago,15-04-2023 04:52,15-04-2023 14:22,0,24,5706,A350,195,168.22,3273.945622,7625.30472,20357.89109,32802.9,15-04-2023,North America
117793,UA301,JFK,LAX,New York,Los Angeles,01-02-2023 19:39,02-02-2023 05:27,0,27,5983,A321,166,418.21,6252.581785,4429.065246,47777.68437,69422.86,01-02-2023,North America
117794,AI102,DEL,DXB,Delhi,Dubai,28-06-2023 20:47,28-06-2023 21:57,25,0,4083,B787,211,695.69,7292.883431,6935.232523,113756.7592,146790.59,28-06-2023,Asia
117795,SQ701,,BLR,Singapore,Bangalore,30-04-2023 21:18,01-05-2023 01:51,,25,5641,A321,123,291.14,,3839.832412,23031.17161,35810.22,30-04-2023,Asia
117796,SQ701,SIN,BLR,Singapore,Bangalore,26-03-2023 09:10,26-03-2023 10:37,0,0,2891,A350,114,678.05,3137.235825,6392.790809,56713.92957,77297.7,26-03-2023,Asia
117797,AI102,DEL,DXB,Delhi,Dubai,04-10-2023 15:13,05-10-2023 00:02,22,2,5875,B737,183,683.31,2599.500504,2822.465625,102793.7244,125045.73,04-10-2023,Asia
117798,UA301,JFK,LAX,New York,Los Angeles,28-12-2023 10:25,28-12-2023 12:24,12,0,1729,B737,217,749.64,5658.795743,3015.657709,116602.3275,162671.88,28-12-2023,North America
117799,EK201,DXB,LHR,Dubai,London,03-03-2023 08:16,03-03-2023 14:25,0,20,9643,B777,191,671.68,5871.648519,6361.368745,89299.23187,128290.88,03-03-2023,Middle East
117800,UA301,JFK,LAX,New York,Los Angeles,14-06-2023 22:55,15-06-2023 08:36,0,0,2868,B787,114,547.48,,5217.64542,43685.72944,62412.72,14-06-2023,North America
117801,QF601,SYD,SIN,Sydney,Singapore,21-10-2023 10:09,21-10-2023 15:37,31,17,485,B777,120,612.4,,3031.508995,53429.94728,73488,21-10-2023,Australia
117802,AI101,DEL,LHR,Delhi,London,30-06-2023 04:02,30-06-2023 10:32,0,10,1519,A350,116,777.42,2885.375729,4545.603982,63961.52009,90180.72,30-06-2023,Asia
117803,DL401,ATL,ORD,Atlanta,Chicago,14-08-2023 12:34,14-08-2023 14:36,0,5,4089,A320,159,765.38,,2647.526563,99943.38645,121695.42,14-08-2023,North America
117804,SQ701,SIN,BLR,Singapore,Bangalore,06-04-2023 10:46,06-04-2023 12:58,13,0,1334,B777,222,464.86,2040.882285,2051.441544,82238.05268,103198.92,06-04-2023,Asia
117805,UA301,JFK,LAX,New York,Los Angeles,06-07-2023 04:38,06-07-2023 11:40,24,24,9299,A350,187,134.06,9599.990539,3627.324302,17903.22805,25069.22,06-07-2023,North America
117806,QF601,SYD,SIN,Sydney,Singapore,20-10-2023 09:53,20-10-2023 15:49,15,15,7832,A321,166,760.13,4822.117102,5063.172596,81092.89335,126181.58,20-10-2023,Australia
117807,AI101,DEL,LHR,Delhi,London,05-01-2023 00:55,05-01-2023 08:01,0,32,9314,B787,144,514.06,6306.907899,5755.491377,55668.30562,74024.64,05-01-2023,Asia
117808,AI102,DEL,DXB,Delhi,Dubai,17-09-2023 13:59,17-09-2023 21:39,8,0,4112,A320,188,205.91,6113.028197,2588.635833,26266.04443,38711.08,17-09-2023,Asia
117809,SQ701,SIN,,Singapore,Bangalore,29-01-2023 23:01,30-01-2023 01:42,12,,4829,B787,152,657.09,,7544.621901,76270.71843,99877.68,29-01-2023,Asia
117810,UA301,JFK,LAX,New York,Los Angeles,16-07-2023 04:56,16-07-2023 09:17,20,0,1648,A320,241,,4295.07756,6219.080584,160148.427,189498.3,16-07-2023,North America
117811,SQ701,SIN,,Singapore,Bangalore,17-09-2023 01:10,17-09-2023 10:32,25,,877,B737,166,510.49,9613.25974,7363.946689,63084.72018,84741.34,17-09-2023,Asia
117812,QF601,SYD,SIN,Sydney,Singapore,03-05-2023 13:53,03-05-2023 21:20,20,0,6874,B787,124,458.75,3910.047366,7044.447177,35411.41015,56885,03-05-2023,Australia
117813,AI102,DEL,DXB,Delhi,Dubai,02-01-2023 23:03,03-01-2023 05:33,30,11,800,A320,131,753.42,7153.913161,5225.312559,64193.34311,98698.02,02-01-2023,Asia
117814,AI101,DEL,LHR,Delhi,London,25-10-2023 01:28,25-10-2023 10:13,33,0,7689,B737,148,104.54,8264.597733,5340.238183,13338.22284,15471.92,25-10-2023,Asia
117815,EK201,DXB,LHR,Dubai,London,28-05-2023 11:52,28-05-2023 17:58,0,3,4437,B737,92,443.05,9373.016835,2139.551912,30864.54964,40760.6,28-05-2023,Middle East
117816,DL401,ATL,ORD,Atlanta,Chicago,29-07-2023 18:38,30-07-2023 02:36,39,43,5437,A320,197,197.19,6523.246217,2645.155095,28856.58948,38846.43,29-07-2023,North America
117817,AI102,DEL,DXB,Delhi,Dubai,15-11-2023 08:23,15-11-2023 13:51,0,8,8889,B777,183,307.38,9120.85712,7270.950659,47301.13927,56250.54,15-11-2023,Asia
117818,AI101,DEL,LHR,Delhi,London,14-03-2023 22:28,15-03-2023 07:27,13,20,2768,A320,209,745.26,9810.205155,4297.127397,101385.2834,155759.34,14-03-2023,Asia
117819,UA301,JFK,LAX,New York,Los Angeles,02-05-2023 03:32,02-05-2023 11:05,27,0,8015,B787,193,211.21,8294.533793,4317.458105,32172.26353,40763.53,02-05-2023,North America
117820,AI102,DEL,DXB,Delhi,Dubai,08-09-2023 19:39,08-09-2023 21:47,11,0,6663,A321,121,489.11,7976.855776,3301.029264,49600.00127,59182.31,08-09-2023,Asia
117821,EK201,DXB,LHR,Dubai,London,17-07-2023 05:00,17-07-2023 08:35,26,1,3702,B787,153,690.2,7442.773559,6202.676174,84215.85019,105600.6,17-07-2023,Middle East
117822,SQ701,SIN,BLR,Singapore,Bangalore,13-12-2023 20:41,14-12-2023 03:53,0,13,8865,A320,214,532.65,6529.131844,5718.250745,101286.6686,113987.1,13-12-2023,Asia
117823,LH501,FRA,DEL,Frankfurt,Delhi,17-01-2023 10:51,17-01-2023 19:22,2,30,8517,B777,93,,2155.490946,2275.276244,44750.50863,55417.77,17-01-2023,Europe
117824,AI101,DEL,LHR,Delhi,London,28-03-2023 00:54,28-03-2023 06:00,0,48,8439,A321,132,441.84,3657.115096,3840.944703,43680.53538,58322.88,28-03-2023,Asia
