flight_id,airline,flight_number,origin_airport,destination_airport,origin_city,destination_city,departure_time,arrival_time,departure_delay,arrival_delay,distance,aircraft_type,passenger_count,ticket_price,fuel_cost,crew_cost,operational_cost,date,region
116902,Lufthansa,LU5687,BLR,ORD,Bangalore,Chicago,11/23/2023 17:38,11/24/2023 1:09,0,0,7161,Airbus A350,101,447.61,30376.46,5111.51,39827.08,11/23/2023,Asia
116903,IndiGo,IN2614,CDG,DEL,Paris,Delhi,3/3/2023 9:37,3/3/2023 21:09,0,15,10712,Boeing 737 MAX,207,304.72,47676.42,7769.7,59786.9,3/3/2023,Europe
116904,Emirates,EM5572,CDG,SYD,Paris,Sydney,1/9/2024 9:48,1/9/2024 16:40,41,0,9720,Boeing 737 MAX,164,436.54,34174.32,5175.21,51968.36,1/9/2024,Europe
116905,American Airlines,AM9501,JFK,SYD,New York,Sydney,7/27/2023 21:28,7/27/2023 23:43,40,45,3153,Airbus A350,168,483.1,10424.89,3759.12,23770.87,7/27/2023,North America
116906,American Airlines,AM139,DEL,LAX,Delhi,Los Angeles,11/1/2024 20:15,11/2/2024 6:40,3,1,4105,Airbus A350,164,230.51,13120.93,2687.81,27188.54,11/1/2024,Asia
116907,IndiGo,IN7755,SYD,LHR,Sydney,London,7/30/2024 12:36,7/30/2024 19:23,2,9,7367,Boeing 737,253,749.26,27866.77,7790.14,38980.97,7/30/2024,Australia
116908,Lufthansa,LU2904,SIN,BLR,Singapore,Bangalore,2/7/2024 18:32,2/7/2024 20:32,2,23,1421,Boeing 737 MAX,110,142.59,3980.81,5418.1,20236.96,2/7/2024,Asia
116909,American Airlines,AM6835,DEL,LHR,Delhi,London,9/23/2023 23:39,9/24/2023 3:51,0,0,4534,Boeing 737,245,751.51,15336.51,4015.65,29643.88,9/23/2023,Asia
116910,American Airlines,AM430,ATL,DEL,Atlanta,Delhi,1/28/2024 8:09,1/28/2024 17:35,16,23,10032,Boeing 777,180,771.97,31111.71,2154.45,45345.02,1/28/2024,North America
116911,American Airlines,AM2206,JFK,SYD,New York,Sydney,3/7/2024 6:20,3/7/2024 19:12,53,0,9324,Boeing 787,106,274.9,23494.61,7455.52,37375.47,3/7/2024,North America
116912,Lufthansa,LU4704,LAX,BLR,Los Angeles,Bangalore,7/28/2023 12:57,7/28/2023 20:46,0,0,7221,Airbus A350,150,1080.07,18848.83,5340.4,38511.53,7/28/2023,North America
116913,American Airlines,AM9863,JFK,LHR,New York,London,11/18/2023 1:06,11/18/2023 12:31,0,0,4548,Airbus A321,132,491.69,13802.68,2519.63,20311.87,11/18/2023,North America
116914,United Airlines,UN8235,SYD,LAX,Sydney,Los Angeles,7/16/2023 6:29,7/16/2023 10:31,0,3,9869,Airbus A320,176,1001.61,38174.91,2165.64,45328.11,7/16/2023,Australia
116915,Emirates,EM4936,DOH,SYD,Doha,Sydney,8/31/2023 0:10,8/31/2023 11:48,19,2,6740,Boeing 787,99,1093.95,27249.63,4068.2,45600.07,8/31/2023,Middle East
116916,Delta Air Lines,DE1152,SIN,LHR,Singapore,London,1/9/2024 17:40,1/9/2024 19:32,19,10,606,Airbus A321,84,1087.62,2618.08,6308.21,13863.03,1/9/2024,Asia
116917,Qatar Airways,QA1822,ORD,CDG,Chicago,Paris,12/8/2023 1:48,12/8/2023 11:12,0,0,9692,Airbus A350,132,1010.45,42680.78,7176.78,56634.72,12/8/2023,North America
116918,Southwest Airlines,SO1891,SYD,ORD,Sydney,Chicago,7/3/2024 13:58,7/4/2024 3:36,21,37,6900,Boeing 787,85,240.94,21467.33,3316.5,31147.63,7/3/2024,Australia
116919,Delta Air Lines,DE7227,DXB,DOH,Dubai,Doha,7/22/2024 5:04,7/22/2024 14:56,60,24,10235,Airbus A350,147,1162.23,39565.07,3386.44,53381.12,7/22/2024,Middle East
116920,Emirates,EM7221,DOH,DEL,Doha,Delhi,7/21/2024 6:50,7/21/2024 20:08,39,16,8933,Boeing 737,279,814.91,27101.63,7653.77,44922.73,7/21/2024,Middle East
116921,IndiGo,IN2670,BLR,CDG,Bangalore,Paris,11/17/2023 23:20,11/18/2023 7:50,16,9,9930,Boeing 777,259,1057.09,42932.6,7634.83,55627.85,11/17/2023,Asia
116922,Lufthansa,LU1708,ORD,ATL,Chicago,Atlanta,8/3/2023 1:30,8/3/2023 11:33,7,18,3516,Airbus A350,293,346.76,9539.64,2992,21307.85,8/3/2023,North America
116923,IndiGo,IN7881,DEL,CDG,Delhi,Paris,6/19/2024 3:29,6/19/2024 7:57,0,5,9911,Airbus A320,283,156.7,43456.62,4863,52377.23,6/19/2024,Asia
116924,United Airlines,UN8440,DEL,SYD,Delhi,Sydney,8/19/2023 17:23,8/20/2023 6:29,0,16,10119,Boeing 737,101,1132.12,40345.43,6654.37,52129.53,8/19/2023,Asia
116925,Delta Air Lines,DE313,CDG,ORD,Paris,Chicago,1/6/2023 13:53,1/6/2023 20:57,0,8,10453,Airbus A320,159,1103.45,40678.46,4027.4,57053.94,1/6/2023,Europe
116926,American Airlines,AM5358,LHR,ORD,London,Chicago,3/3/2023 16:31,3/4/2023 5:15,20,18,380,Boeing 737 MAX,210,155.84,1476.19,6232.14,12433.16,3/3/2023,Europe
116927,Lufthansa,LU9621,DEL,BLR,Delhi,Bangalore,10/9/2024 6:26,10/9/2024 12:18,25,4,6931,Boeing 787,114,383.41,19541.25,2662.91,29976.61,10/9/2024,Asia
116928,Lufthansa,LU4456,LAX,BLR,Los Angeles,Bangalore,2/1/2023 16:14,2/1/2023 22:15,19,0,6581,Airbus A350,141,1085.64,21328.59,3992.57,32048.27,2/1/2023,North America
116929,IndiGo,IN6619,DOH,DXB,Doha,Dubai,11/8/2024 2:36,11/8/2024 9:27,0,17,2304,Airbus A320,128,852.38,9509.51,6567.97,21575.49,11/8/2024,Middle East
116930,Emirates,EM128,ATL,SYD,Atlanta,Sydney,7/8/2023 16:40,7/9/2023 4:51,15,26,643,Boeing 737,119,296.54,2595.68,7902.21,24807.12,7/8/2023,North America
116931,Qatar Airways,QA7135,DEL,DOH,Delhi,Doha,6/26/2024 12:02,6/26/2024 16:45,9,0,4736,Boeing 737,152,921.26,20809.43,2668.7,35346.36,6/26/2024,Asia
116932,United Airlines,UN1108,ATL,SIN,Atlanta,Singapore,7/5/2023 3:17,7/5/2023 10:18,8,23,11254,Airbus A321,206,85.03,32884.96,6027.75,53591.92,7/5/2023,North America
116933,Delta Air Lines,DE4902,SIN,ATL,Singapore,Atlanta,2/12/2023 21:51,2/13/2023 4:16,19,5,5073,Airbus A321,236,534.7,22182.67,7154.08,33229.57,2/12/2023,Asia
116934,American Airlines,AM9340,LAX,JFK,Los Angeles,New York,9/3/2024 0:21,9/3/2024 7:25,0,0,2953,Boeing 777,251,779.66,12872.75,6900.33,26357.97,9/3/2024,North America
116935,Lufthansa,LU8725,SIN,LHR,Singapore,London,8/5/2023 12:37,8/5/2023 14:54,19,0,8451,Airbus A350,200,1151.8,34429.34,2640.47,45327.89,8/5/2023,Asia
116936,Delta Air Lines,DE6695,SYD,DEL,Sydney,Delhi,4/28/2023 20:48,4/29/2023 4:11,3,8,11817,Boeing 737,143,990.81,43868.18,5016.04,54353.85,4/28/2023,Australia
116937,Qatar Airways,QA6769,DOH,DXB,Doha,Dubai,8/13/2024 6:02,8/13/2024 14:48,32,19,7119,Boeing 787,297,1072.94,31463.82,7314,51277.48,8/13/2024,Middle East
116938,American Airlines,AM2585,ORD,BLR,Chicago,Bangalore,3/27/2024 13:47,3/27/2024 20:41,29,13,10641,Boeing 737 MAX,208,465.36,43345.92,3254.28,55480.95,3/27/2024,North America
116939,Southwest Airlines,SO8253,SYD,ATL,Sydney,Atlanta,3/21/2024 21:21,3/22/2024 9:39,0,0,11517,Airbus A321,159,390.44,33854.43,7519.12,45011.2,3/21/2024,Australia
116940,Lufthansa,LU7131,LHR,SIN,London,Singapore,10/6/2024 21:38,10/7/2024 3:18,0,18,1664,Boeing 737,166,868.4,4363.22,5489.64,19891.86,10/6/2024,Europe
116941,United Airlines,UN1193,DOH,DXB,Doha,Dubai,10/12/2024 1:11,10/12/2024 15:32,0,0,6794,Boeing 787,128,293.87,18102.56,7099.99,31722.62,10/12/2024,Middle East
116942,Southwest Airlines,SO6285,DEL,DXB,Delhi,Dubai,6/2/2024 20:32,6/3/2024 1:27,10,37,9124,Boeing 737 MAX,171,417.73,32391.91,2774.7,42055.01,6/2/2024,Asia
116943,Emirates,EM3449,LAX,LHR,Los Angeles,London,6/8/2023 2:48,6/8/2023 13:59,23,0,9796,Boeing 737,136,283.96,35685.87,3054.65,45280.83,6/8/2023,North America
116944,Qatar Airways,QA9369,CDG,ORD,Paris,Chicago,6/14/2024 22:48,6/15/2024 10:42,13,37,1476,Airbus A321,273,295.71,3841.05,4853.54,21003.66,6/14/2024,Europe
116945,Delta Air Lines,DE7752,CDG,SYD,Paris,Sydney,10/29/2023 4:56,10/29/2023 12:59,22,0,4834,Airbus A320,155,572.79,16446.9,4299.85,34189.15,10/29/2023,Europe
116946,Lufthansa,LU6019,DEL,LAX,Delhi,Los Angeles,2/22/2024 23:38,2/23/2024 11:58,0,0,6045,Airbus A320,288,1019.04,20401.64,6444.05,31097.71,2/22/2024,Asia
116947,Qatar Airways,QA6860,JFK,ORD,New York,Chicago,1/6/2023 3:47,1/6/2023 14:27,38,30,9285,Airbus A350,106,339.48,33333.57,2913.99,47667.21,1/6/2023,North America
116948,IndiGo,IN2561,SYD,SIN,Sydney,Singapore,1/11/2024 10:22,1/11/2024 19:35,0,0,9331,Boeing 777,218,953.97,28251.79,2040.4,36145.26,1/11/2024,Australia
116949,Qatar Airways,QA7643,DEL,SIN,Delhi,Singapore,11/7/2023 5:21,11/7/2023 6:22,10,9,2600,Airbus A350,237,756.51,7322.66,6886.53,29072.68,11/7/2023,Asia
116950,Southwest Airlines,SO9329,ORD,CDG,Chicago,Paris,7/9/2024 6:41,7/9/2024 11:35,0,3,3181,Boeing 737,162,127.74,12388.35,2926.74,25193.56,7/9/2024,North America
116951,IndiGo,IN4345,ORD,SIN,Chicago,Singapore,8/20/2024 15:50,8/20/2024 18:04,0,30,2096,Boeing 777,298,968.05,7307.28,6017.13,19668.99,8/20/2024,North America
116952,United Airlines,UN710,JFK,LAX,New York,Los Angeles,5/24/2023 6:31,5/24/2023 9:29,0,0,10115,Boeing 777,98,1143.01,44711.18,5532.03,63913.61,5/24/2023,North America
116953,IndiGo,IN7943,DXB,SYD,Dubai,Sydney,1/16/2024 19:10,1/17/2024 2:11,18,0,1521,Airbus A350,170,253.11,5801.28,4536.33,14399.83,1/16/2024,Middle East
116954,Delta Air Lines,DE9078,LAX,DXB,Los Angeles,Dubai,8/31/2023 7:03,8/31/2023 21:49,0,9,7254,Airbus A350,81,772.73,32299.08,2462.3,44517.02,8/31/2023,North America
116955,IndiGo,IN9021,CDG,ORD,Paris,Chicago,11/8/2024 6:11,11/8/2024 9:25,23,4,9202,Boeing 787,110,194.19,26856.27,2401.9,33192.34,11/8/2024,Europe
116956,Lufthansa,LU4037,SIN,LHR,Singapore,London,9/26/2024 20:06,9/27/2024 10:12,45,7,11004,Boeing 737 MAX,175,351.28,40179.83,4009.05,50952.76,9/26/2024,Asia
116957,United Airlines,UN9780,ATL,ORD,Atlanta,Chicago,9/27/2024 16:54,9/27/2024 18:59,33,13,2084,Airbus A350,147,671.47,6704.2,5367.15,24644.93,9/27/2024,North America
116958,IndiGo,IN9328,DOH,LAX,Doha,Los Angeles,12/24/2023 10:52,12/24/2023 20:55,52,27,5694,Airbus A321,163,895.8,25422.98,2615.42,34154.26,12/24/2023,Middle East
116959,Southwest Airlines,SO6512,ATL,JFK,Atlanta,New York,11/23/2024 0:03,11/23/2024 11:51,10,19,11298,Boeing 777,208,961.71,38837.36,6941.48,52326.86,11/23/2024,North America
116960,Qatar Airways,QA5881,JFK,ORD,New York,Chicago,11/15/2023 20:21,11/16/2023 0:14,4,3,8412,Boeing 777,141,731.74,37109.94,5329,56911.91,11/15/2023,North America
116961,Southwest Airlines,SO7713,JFK,DEL,New York,Delhi,9/22/2023 21:12,9/23/2023 1:25,0,0,9112,Boeing 777,117,811.36,35189.09,6802.21,47035.1,9/22/2023,North America
116962,Qatar Airways,QA8186,JFK,CDG,New York,Paris,6/1/2024 18:06,6/2/2024 6:42,51,0,2228,Airbus A321,250,1153.06,9900.41,2917.54,17772.09,6/1/2024,North America
116963,Delta Air Lines,DE5895,LHR,LAX,London,Los Angeles,11/10/2024 4:06,11/10/2024 16:35,0,6,2729,Boeing 777,245,730.97,7829.58,3155.45,20013.98,11/10/2024,Europe
116964,United Airlines,UN2042,DXB,ATL,Dubai,Atlanta,7/19/2023 19:35,7/20/2023 1:13,8,14,8492,Boeing 737 MAX,144,405.11,24584.96,4537.01,39639.07,7/19/2023,Middle East
116965,United Airlines,UN492,DEL,SIN,Delhi,Singapore,1/22/2023 17:26,1/22/2023 22:48,0,16,979,Airbus A350,174,626.48,3908.25,3988.48,22688.5,1/22/2023,Asia
116966,American Airlines,AM7048,ORD,LAX,Chicago,Los Angeles,4/6/2024 2:45,4/6/2024 16:39,32,30,10769,Airbus A350,87,1130.37,33216.19,3031.96,43673.53,4/6/2024,North America
116967,IndiGo,IN4774,DOH,DEL,Doha,Delhi,1/4/2023 10:02,1/4/2023 23:15,4,19,6258,Boeing 737 MAX,148,1121.75,21432.3,3678.7,35875.47,1/4/2023,Middle East
116968,Delta Air Lines,DE4966,BLR,CDG,Bangalore,Paris,1/1/2023 13:51,1/1/2023 16:58,0,0,10707,Boeing 737,182,592.23,44726.33,5223.11,53988.95,1/1/2023,Asia
116969,Qatar Airways,QA1517,LHR,ATL,London,Atlanta,4/16/2024 1:06,4/16/2024 2:09,0,7,4700,Boeing 737 MAX,95,147.54,20107.29,4669.14,28254.8,4/16/2024,Europe
116970,IndiGo,IN7431,JFK,ATL,New York,Atlanta,10/19/2023 7:39,10/19/2023 17:55,0,0,10444,Boeing 737 MAX,169,834.4,46353.74,5144.73,61363.94,10/19/2023,North America
116971,Delta Air Lines,DE8113,SIN,BLR,Singapore,Bangalore,2/27/2023 22:12,2/28/2023 6:54,2,0,8927,Airbus A350,257,95.24,32513.12,6847.33,43712.38,2/27/2023,Asia
116972,United Airlines,UN9900,ATL,DEL,Atlanta,Delhi,11/7/2023 23:13,11/8/2023 6:51,36,0,1930,Airbus A350,177,1122.62,5009.11,2458.45,11063.64,11/7/2023,North America
116973,American Airlines,AM9727,LAX,ORD,Los Angeles,Chicago,2/29/2024 17:43,3/1/2024 1:57,29,0,6005,Airbus A321,181,434.32,26790.17,7461.04,44219.89,2/29/2024,North America
116974,United Airlines,UN4016,JFK,LHR,New York,London,7/9/2024 11:35,7/9/2024 18:07,0,29,4898,Airbus A350,135,109.65,17886.27,2740.38,32840.27,7/9/2024,North America
116975,American Airlines,AM7212,LHR,DXB,London,Dubai,10/27/2024 13:15,10/27/2024 17:42,11,41,11664,Boeing 787,244,962.7,32321.12,2959.26,48539.65,10/27/2024,Europe
116976,American Airlines,AM5191,DXB,JFK,Dubai,New York,6/7/2023 7:57,6/7/2023 21:27,0,0,308,Airbus A350,240,297.58,847.49,5627.55,18019.01,6/7/2023,Middle East
116977,Delta Air Lines,DE7918,ATL,ORD,Atlanta,Chicago,3/15/2024 17:17,3/15/2024 19:02,30,26,5216,Boeing 737 MAX,160,485.22,16640.4,5302.96,31376.48,3/15/2024,North America
116978,Southwest Airlines,SO5430,ORD,DEL,Chicago,Delhi,7/16/2024 13:21,7/16/2024 20:50,13,68,7429,Boeing 737 MAX,247,674.19,23331.38,2074.47,30054.01,7/16/2024,North America
116979,Delta Air Lines,DE9313,DEL,JFK,Delhi,New York,3/20/2023 14:08,3/21/2023 4:33,4,0,4080,Boeing 787,253,666.76,14871.7,3804.32,29969.5,3/20/2023,Asia
116980,Qatar Airways,QA2480,DOH,LHR,Doha,London,7/1/2024 0:26,7/1/2024 4:51,0,3,7584,Boeing 777,96,329.6,25862.72,2685.12,34075.47,7/1/2024,Middle East
116981,Qatar Airways,QA8707,ORD,SIN,Chicago,Singapore,4/29/2023 19:15,4/29/2023 20:29,40,4,10030,Airbus A350,134,163.6,42980.93,3654.34,51065.18,4/29/2023,North America
116982,Qatar Airways,QA4466,DOH,BLR,Doha,Bangalore,10/20/2024 8:07,10/20/2024 14:06,41,15,2942,Boeing 737,296,949.23,9291.49,2165.92,20239.41,10/20/2024,Middle East
116983,United Airlines,UN6767,SIN,DEL,Singapore,Delhi,7/8/2023 20:20,7/9/2023 11:03,31,14,9494,Boeing 737 MAX,160,302.34,41744.07,5896.38,54394.59,7/8/2023,Asia
116984,IndiGo,IN3919,SYD,DEL,Sydney,Delhi,4/9/2024 6:18,4/9/2024 7:36,17,21,1281,Boeing 787,148,817.49,4338.69,2282.51,19275.53,4/9/2024,Australia
116985,Lufthansa,LU4719,LAX,BLR,Los Angeles,Bangalore,11/25/2024 7:27,11/25/2024 19:39,0,0,9145,Boeing 777,282,478.16,35350.57,5399.68,50169.55,11/25/2024,North America
116986,IndiGo,IN1137,SYD,JFK,Sydney,New York,5/15/2024 8:16,5/15/2024 15:44,16,42,2153,Boeing 737 MAX,281,1155.5,9400.19,5567.98,17971.28,5/15/2024,Australia
116987,Lufthansa,LU7341,CDG,JFK,Paris,New York,5/7/2024 6:18,5/7/2024 16:46,0,0,4162,Airbus A320,181,595.5,18601.06,5242.67,35218.16,5/7/2024,Europe
116988,Emirates,EM2759,SYD,LHR,Sydney,London,3/27/2024 11:31,3/28/2024 1:03,4,26,5331,Boeing 777,206,218.38,21909.37,6016.88,33945.4,3/27/2024,Australia
116989,United Airlines,UN1703,LAX,DEL,Los Angeles,Delhi,9/27/2024 16:44,9/28/2024 5:30,11,0,7528,Boeing 777,161,482.18,33287.26,7860.66,48889.18,9/27/2024,North America
116990,Emirates,EM9612,DEL,DOH,Delhi,Doha,6/24/2023 2:51,6/24/2023 8:32,11,0,2668,Boeing 777,223,266.58,9680.22,7723.24,22370.53,6/24/2023,Asia
116991,American Airlines,AM9324,LAX,SIN,Los Angeles,Singapore,7/21/2024 4:57,7/21/2024 10:33,22,2,10378,Airbus A320,246,566.59,34816.26,5364.69,55063.78,7/21/2024,North America
116992,American Airlines,AM177,DXB,LHR,Dubai,London,3/4/2023 13:09,3/4/2023 20:46,8,15,3891,Airbus A321,208,1163.62,11062.05,2886.98,27792.3,3/4/2023,Middle East
116993,Delta Air Lines,DE7079,JFK,DEL,New York,Delhi,11/4/2023 18:31,11/5/2023 2:52,14,0,11809,Airbus A321,175,583.58,41241.79,7788.89,58953.45,11/4/2023,North America
116994,United Airlines,UN2856,BLR,LHR,Bangalore,London,4/30/2023 9:22,4/30/2023 16:18,30,22,10092,Boeing 737 MAX,231,675.18,44641.11,2957.56,57267.06,4/30/2023,Asia
116995,Lufthansa,LU8973,CDG,JFK,Paris,New York,4/25/2024 8:07,4/25/2024 18:42,0,3,3432,Boeing 737,246,194.07,13221.5,6413.73,26142.74,4/25/2024,Europe
116996,IndiGo,IN1938,SYD,DOH,Sydney,Doha,2/13/2023 2:50,2/13/2023 14:40,0,0,8970,Airbus A320,277,663.52,30612.94,6332.35,46723.82,2/13/2023,Australia
116997,United Airlines,UN9037,DOH,SIN,Doha,Singapore,3/18/2023 0:38,3/18/2023 7:39,20,0,8839,Boeing 737,291,143.15,36710.76,6589.94,49295.3,3/18/2023,Middle East
116998,United Airlines,UN1313,DEL,LAX,Delhi,Los Angeles,8/17/2024 13:51,8/18/2024 1:38,7,0,10761,Airbus A350,172,640.02,48334.92,7978.46,61733.99,8/17/2024,Asia
116999,American Airlines,AM9038,JFK,DEL,New York,Delhi,10/14/2023 19:16,10/15/2023 4:27,17,20,3936,Airbus A350,98,178.83,14631.7,3849.4,31270.18,10/14/2023,North America
117000,IndiGo,IN2199,DXB,DEL,Dubai,Delhi,5/16/2024 10:55,5/16/2024 13:37,53,4,9493,Boeing 787,216,1074.9,30782.99,5935.16,45565.37,5/16/2024,Middle East
117001,Southwest Airlines,SO273,SYD,BLR,Sydney,Bangalore,7/29/2024 4:59,7/29/2024 8:52,0,0,5033,Airbus A350,194,1011.88,21960.41,4388.51,37194.87,7/29/2024,Australia
117002,Southwest Airlines,SO8722,DEL,SYD,Delhi,Sydney,11/13/2023 14:26,11/13/2023 15:29,26,0,10761,Boeing 777,229,1177.18,47752.54,2045.09,56317.42,11/13/2023,Asia
117003,Delta Air Lines,DE4045,SIN,JFK,Singapore,New York,9/1/2023 20:17,9/2/2023 9:46,0,0,10404,Boeing 787,132,1195.83,43390.82,7684.37,64443.01,9/1/2023,Asia
117004,Emirates,EM6728,LHR,LAX,London,Los Angeles,1/10/2024 22:53,1/11/2024 5:06,0,0,2056,Boeing 777,272,413.3,5806.21,7601.08,26154.47,1/10/2024,Europe
117005,United Airlines,UN7288,LHR,DXB,London,Dubai,4/2/2024 12:53,4/2/2024 14:11,14,6,8188,Airbus A321,271,171.87,23680.56,5267.33,40162.59,4/2/2024,Europe
117006,Qatar Airways,QA4565,DXB,SYD,Dubai,Sydney,7/17/2023 4:37,7/17/2023 9:05,25,0,7793,Boeing 737,116,626.67,24046,7147.81,37461.48,7/17/2023,Middle East
117007,Qatar Airways,QA2181,ATL,SYD,Atlanta,Sydney,7/16/2024 23:23,7/17/2024 3:37,21,0,10201,Airbus A320,152,1094.85,39245.14,3267.21,47992.97,7/16/2024,North America
117008,Delta Air Lines,DE1754,BLR,LHR,Bangalore,London,2/24/2023 2:40,2/24/2023 16:49,0,0,5119,Airbus A350,89,735.14,17829.92,5653.46,35867.29,2/24/2023,Asia
117009,Delta Air Lines,DE6371,ATL,CDG,Atlanta,Paris,1/11/2023 9:19,1/11/2023 21:10,0,40,3305,Boeing 787,190,161.35,11999.6,5459.1,23640.94,1/11/2023,North America
117010,Delta Air Lines,DE2222,DOH,ORD,Doha,Chicago,8/27/2023 18:39,8/28/2023 7:20,12,0,4320,Airbus A321,288,840.42,18950.43,5637.97,36340.73,8/27/2023,Middle East
117011,Delta Air Lines,DE5112,ATL,DOH,Atlanta,Doha,7/5/2024 2:23,7/5/2024 8:29,2,0,7679,Airbus A320,93,566.16,26655.66,4352.2,34162.8,7/5/2024,North America
117012,Qatar Airways,QA8299,CDG,DXB,Paris,Dubai,11/4/2024 17:59,11/5/2024 2:38,38,32,7118,Boeing 787,179,858.3,20404.35,2491.79,26888.44,11/4/2024,Europe
117013,Southwest Airlines,SO7732,DEL,ATL,Delhi,Atlanta,7/22/2024 8:19,7/22/2024 17:57,12,13,3213,Airbus A320,295,420.09,11260.21,2326.71,27889.33,7/22/2024,Asia
117014,Delta Air Lines,DE8443,DXB,SYD,Dubai,Sydney,5/22/2024 14:38,5/22/2024 17:19,0,0,11964,Boeing 737,249,254.27,39478.33,6445.5,53979.14,5/22/2024,Middle East
117015,Southwest Airlines,SO6974,CDG,DEL,Paris,Delhi,6/24/2023 20:26,6/25/2023 6:35,0,5,6034,Airbus A350,117,831.92,19228.25,2757.28,34307.69,6/24/2023,Europe
117016,Southwest Airlines,SO9045,DXB,DEL,Dubai,Delhi,6/4/2023 9:57,6/4/2023 21:20,31,1,5100,Airbus A321,279,603.54,14638.75,7673.08,27765.23,6/4/2023,Middle East
117017,United Airlines,UN6821,DXB,JFK,Dubai,New York,12/17/2023 11:09,12/17/2023 17:57,16,25,4362,Boeing 777,237,629.76,11946.39,3364.17,26767.92,12/17/2023,Middle East
117018,American Airlines,AM2589,DXB,SYD,Dubai,Sydney,9/5/2024 22:55,9/6/2024 4:12,0,41,11114,Airbus A321,198,455.46,44710.92,6477.01,54961.44,9/5/2024,Middle East
117019,Lufthansa,LU8181,LAX,SYD,Los Angeles,Sydney,2/17/2024 11:26,2/17/2024 22:56,33,17,6207,Airbus A320,115,579.97,22266.06,7640.09,41713.9,2/17/2024,North America
117020,American Airlines,AM4844,CDG,SIN,Paris,Singapore,9/24/2024 14:12,9/25/2024 1:06,28,25,3572,Boeing 777,140,602.3,10391.99,3246.17,24735.08,9/24/2024,Europe
117021,American Airlines,AM4123,CDG,ORD,Paris,Chicago,8/5/2024 3:56,8/5/2024 5:22,15,33,7698,Boeing 787,292,669.72,31344.62,7013.43,46324.9,8/5/2024,Europe
117022,American Airlines,AM8909,BLR,CDG,Bangalore,Paris,4/21/2024 23:35,4/22/2024 4:19,0,16,1666,Boeing 787,91,538.52,6840.32,7846.13,29168.53,4/21/2024,Asia
117023,Qatar Airways,QA8567,BLR,JFK,Bangalore,New York,8/18/2023 10:58,8/18/2023 23:20,36,0,2402,Boeing 777,240,749.32,9468.76,5892.61,22015.08,8/18/2023,Asia
117024,American Airlines,AM9889,DOH,JFK,Doha,New York,1/28/2024 14:14,1/28/2024 15:28,18,21,2340,Airbus A321,291,442.57,10226.85,6493.04,27738.23,1/28/2024,Middle East
117025,American Airlines,AM4988,BLR,LAX,Bangalore,Los Angeles,2/5/2024 9:07,2/5/2024 17:10,0,13,6499,Boeing 787,145,967.76,22825.77,3573.65,38976.3,2/5/2024,Asia
117026,Southwest Airlines,SO2969,DOH,JFK,Doha,New York,11/19/2024 2:33,11/19/2024 11:18,0,15,1474,Airbus A321,226,715.16,5974.41,3909.18,13742.56,11/19/2024,Middle East
117027,United Airlines,UN9572,BLR,DEL,Bangalore,Delhi,6/15/2023 21:13,6/16/2023 2:13,8,0,7094,Boeing 777,180,958.44,24274.54,4958.9,42734.23,6/15/2023,Asia
117028,United Airlines,UN432,SYD,ATL,Sydney,Atlanta,9/11/2024 23:50,9/12/2024 8:14,32,0,3468,Airbus A321,126,247.37,9239.29,3106.04,18084.43,9/11/2024,Australia
117029,Qatar Airways,QA6184,CDG,ATL,Paris,Atlanta,10/13/2024 3:59,10/13/2024 9:24,15,31,9620,Airbus A350,197,620.59,33719.82,7048.64,52471.82,10/13/2024,Europe
117030,IndiGo,IN3058,DEL,ATL,Delhi,Atlanta,2/18/2024 14:24,2/19/2024 2:29,0,8,7590,Boeing 777,243,309.38,27574.27,2890.82,39130.18,2/18/2024,Asia
117031,United Airlines,UN9186,DEL,JFK,Delhi,New York,3/23/2023 7:29,3/23/2023 12:01,0,3,7134,Airbus A350,170,1012.3,19262.61,6709.81,38768.62,3/23/2023,Asia
117032,Qatar Airways,QA6872,SIN,BLR,Singapore,Bangalore,12/16/2023 20:18,12/17/2023 9:00,53,16,4359,Airbus A321,250,460.62,13825.56,2598.54,26991.5,12/16/2023,Asia
117033,Emirates,EM164,DEL,BLR,Delhi,Bangalore,7/6/2023 0:54,7/6/2023 8:47,16,17,1112,Boeing 787,255,895.92,3011.24,7750.31,23680.81,7/6/2023,Asia
117034,Lufthansa,LU3648,JFK,LAX,New York,Los Angeles,8/10/2024 4:27,8/10/2024 6:03,18,0,7797,Airbus A321,215,851.53,22717.38,4118.93,31142.27,8/10/2024,North America
117035,American Airlines,AM3513,CDG,DEL,Paris,Delhi,2/17/2023 11:07,2/17/2023 13:11,55,0,8096,Boeing 777,253,295.09,23165.61,3350.15,38781.42,2/17/2023,Europe
117036,United Airlines,UN8028,DOH,LAX,Doha,Los Angeles,12/2/2023 20:21,12/3/2023 8:45,44,19,3899,Boeing 777,300,890.12,10972.72,4893.46,22255.28,12/2/2023,Middle East
117037,IndiGo,IN1721,ATL,JFK,Atlanta,New York,10/30/2024 8:04,10/30/2024 14:42,13,2,10340,Boeing 737 MAX,82,939.9,42415.98,7796.48,62346.3,10/30/2024,North America
117038,Southwest Airlines,SO6489,SYD,BLR,Sydney,Bangalore,12/15/2023 10:41,12/15/2023 21:17,62,18,8991,Boeing 777,261,806.77,23395.89,7964.42,35795.58,12/15/2023,Australia
